titulo,localizacion,precio,ascensor,baños,trastero,piso,habitaciones,metros_reales,armarios_empotrados,terraza,garaje,calefaccion,aire_acondicionado,piscina,zonas_verdes
Alquiler de Piso en calle Jesús y María,"San Matías - Pavaneras, Granada",630,0.0,1,0,Primeros_pisos,1,80,1,0,0,1,1,0,0
"Alquiler de Piso en pasaje Violeta, 4",Santa Fe,660,1.0,1,0,Primeros_pisos,2,95,0,1,0,0,1,0,0
"Alquiler de Piso en calle Alhóndiga, 17","Recogidas, Granada",850,1.0,1,0,Primeros_pisos,2,75,0,0,0,1,1,0,0
Alquiler de Ático en calle Cisne,"Los Pajaritos, Granada",1500,1.0,2,0,Ultimos_pisos,4,1,1,1,0,1,1,0,0
Alquiler de Estudio en cuesta de Gomérez,"Molinos - Santiago, Granada",480,0.0,1,0,Primeros_pisos,1,31,1,1,0,1,0,0,0
Alquiler de Piso en calle Faisán,"Los Pajaritos, Granada",1080,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en calle Sol,"Ronda - Arabial, Granada",1100,1.0,2,0,Ultimos_pisos,3,1,1,1,0,1,0,0,0
"Alquiler de Piso en calle Doctor Fermín Garrido, 6","Plaza de Toros, Granada",1200,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,1,0,0
"Alquiler de Piso en calle Cocheras de San Cecilio, 3","Cuesta Escoriaza - Barranco del Abogado, Granada",650,1.0,1,0,Primeros_pisos,1,50,0,0,0,1,1,0,0
Alquiler de Piso en Jose Recuerda,"Ronda - Arabial, Granada",1150,1.0,2,0,Primeros_pisos,4,1,1,0,0,1,0,0,0
Alquiler de Casa o chalet independiente en plaza Castilla,"Avda. de los Ogijares, Armilla",2600,0.0,3,0,Muchas_plantas,8,1,0,1,0,1,1,0,0
Alquiler de Piso en camino de Ronda,"Ronda - Arabial, Granada",1400,1.0,2,0,Bajo,5,1,0,0,0,1,1,0,0
Alquiler de Piso en calle Recogidas s/n,"Figares, Granada",850,1.0,1,0,Primeros_pisos,1,60,0,0,0,1,1,0,0
"Alquiler de Chalet adosado en Granada, 44",Huétor-Vega,1200,0.0,3,0,Muchas_plantas,5,1,1,1,1,1,1,1,0
Alquiler de Piso en Barrio de los Periodistas,Granada,995,1.0,2,1,Ultimos_pisos,3,1,1,1,1,1,1,1,1
Alquiler de Piso en Polígono Cartuja,"Norte, Granada",1000,1.0,1,0,Primeros_pisos,4,1,0,1,0,0,1,0,0
Alquiler de Piso en Gran Capitán,"Centro, Granada",650,1.0,1,0,Primeros_pisos,1,55,0,0,0,0,0,0,0
Alquiler de Piso en Casería de Montijo,"Norte, Granada",1480,0.0,2,1,Primeros_pisos,5,1,0,1,0,1,1,0,0
Alquiler de Piso en Albaicín,Granada,650,0.0,1,0,Bajo,1,40,0,0,0,0,1,0,1
Alquiler de Piso en calle Doctor Pareja Yébenes,"Plaza de Toros, Granada",1000,1.0,2,0,Primeros_pisos,4,1,1,0,0,1,1,0,0
Alquiler de Piso en San Ildefonso,Granada,990,0.0,1,0,Primeros_pisos,3,72,0,0,0,0,1,0,0
"Alquiler de Piso en puente del Carbón, 4","San Matías - Pavaneras, Granada",1600,0.0,2,1,Primeros_pisos,6,1,1,1,0,1,0,0,0
Alquiler de Piso en Barrio de los Periodistas,Granada,995,1.0,2,1,Ultimos_pisos,3,1,1,1,1,1,1,1,1
Alquiler de Chalet adosado en Albaicín,Granada,1400,0.0,2,1,Muchas_plantas,3,1,1,1,1,1,1,0,0
Alquiler de Piso en Polígono Cartuja,"Norte, Granada",1000,1.0,1,0,Primeros_pisos,4,1,0,1,0,0,1,0,0
"Alquiler de Piso en calle Palencia, 5","Zaidín, Granada",900,1.0,1,0,Ultimos_pisos,3,90,0,0,1,0,0,0,0
"Alquiler de Piso en calle Campoamor, 2","Zaidín, Granada",740,0.0,1,0,Primeros_pisos,2,74,1,1,0,0,1,0,0
"Alquiler de Ático en avenida del Conocimiento, 1","Campus de la Salud, Granada",900,1.0,1,0,Ultimos_pisos,1,85,1,1,1,1,1,1,1
"Alquiler de Chalet adosado en Granada, 44",Huétor-Vega,1200,0.0,3,0,Muchas_plantas,5,1,1,1,1,1,1,1,0
Alquiler de Piso en Santa Fe,"Área de Granada, Granada",580,0.0,1,0,Primeros_pisos,2,68,0,0,0,1,0,0,0
Alquiler de Piso en Campo del Príncipe,"Cuesta Escoriaza - Barranco del Abogado, Granada",700,1.0,1,0,Primeros_pisos,1,65,0,0,0,1,1,0,0
Alquiler de Piso en Bola de Oro,Granada,1300,0.0,1,0,Bajo,1,96,0,0,0,1,1,0,0
"Alquiler de Piso en calle Islas, 2","Híjar, Las Gabias",600,1.0,1,0,Bajo,2,55,0,0,0,1,1,0,0
"Alquiler de Piso en pasaje de la Algaba, 6","Gran Vía, Granada",1480,0.0,2,1,Primeros_pisos,4,1,0,1,0,1,1,0,1
"Alquiler de Piso en calle Río Fardes, 2","Zaidín, Granada",850,1.0,1,0,Primeros_pisos,2,65,0,0,0,1,1,0,0
"Alquiler de Piso en calle del Filólogo Julio Casares, 18","Rosaleda - Juventud, Granada",1200,1.0,2,1,Primeros_pisos,3,1,1,1,1,0,1,1,1
Alquiler de Piso en Cajar,"Área de Granada, Granada",400,1.0,1,0,Bajo,1,40,0,0,0,0,0,0,0
Alquiler de Piso en Figares,Granada,1200,0.0,1,0,Bajo,2,76,1,0,0,1,1,0,0
Alquiler de Piso en Carrera de la Virgen - Paseo del Salón,"Realejo, Granada",1700,1.0,3,0,Ultimos_pisos,6,1,1,1,1,1,1,0,0
Alquiler de Estudio en avenida de Madrid,"San Ildefonso, Granada",550,1.0,1,0,Primeros_pisos,1,35,0,0,0,1,0,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",800,1.0,1,0,Ultimos_pisos,2,96,1,1,1,1,1,0,0
"Alquiler de Piso en calle Cristo de la Yedra, 12","San Ildefonso, Granada",1180,0.0,2,0,Primeros_pisos,4,1,0,1,0,1,0,0,0
Alquiler de Piso en Gran Capitán,"Centro, Granada",1200,1.0,2,0,Primeros_pisos,4,1,0,0,0,1,1,0,0
"Alquiler de Piso en Virgen de la consolación, 4","La Chana, Granada",780,1.0,1,0,Primeros_pisos,3,80,0,1,0,0,0,0,0
"Alquiler de Piso en calle Gran Vía de Colón, 46","Gran Vía, Granada",750,1.0,1,0,Primeros_pisos,1,70,1,0,1,1,1,0,0
"Alquiler de Chalet adosado en Zona San Cayetano, 1","Zona de San Cayetano, Churriana de la Vega",900,0.0,2,1,Muchas_plantas,3,1,1,1,1,0,0,0,0
"Alquiler de Piso en avenida Reyes Católicos, 33",Albolote,675,1.0,1,0,Primeros_pisos,3,90,0,0,0,0,0,0,0
"Alquiler de Piso en ronda de Alfareros, 2","Casería de Montijo, Granada",1200,0.0,2,1,Primeros_pisos,4,1,1,1,1,1,1,0,1
"Alquiler de Piso en camino de Ronda, 126","Ronda - Arabial, Granada",1100,1.0,2,0,Ultimos_pisos,4,94,1,1,0,1,0,0,0
Alquiler de Estudio en avenida de Madrid,"San Ildefonso, Granada",550,1.0,1,0,Primeros_pisos,1,35,0,0,0,1,0,0,0
Alquiler de Piso en Cajar,"Área de Granada, Granada",400,1.0,1,0,Bajo,1,40,0,0,0,0,0,0,0
"Alquiler de Piso en calle del Filólogo Julio Casares, 18","Rosaleda - Juventud, Granada",1200,1.0,2,1,Primeros_pisos,3,1,1,1,1,0,1,1,1
"Alquiler de Piso en calle Río Fardes, 2","Zaidín, Granada",850,1.0,1,0,Primeros_pisos,2,65,0,0,0,1,1,0,0
"Alquiler de Piso en pasaje de la Algaba, 6","Gran Vía, Granada",1480,0.0,2,1,Primeros_pisos,4,1,0,1,0,1,1,0,1
Alquiler de Piso en Bola de Oro,Granada,1300,0.0,1,0,Bajo,1,96,0,0,0,1,1,0,0
"Alquiler de Piso en calle Cristo de la Yedra, 12","San Ildefonso, Granada",1180,0.0,2,0,Primeros_pisos,4,1,0,1,0,1,0,0,0
Alquiler de Piso en calle Jesús y María,"San Matías - Pavaneras, Granada",700,1.0,1,0,Bajo,1,56,1,0,0,1,0,0,0
"Alquiler de Piso en avenida Fernando de los Ríos, 28","Parque Lagos, Granada",850,1.0,2,0,Primeros_pisos,2,72,1,0,1,1,1,1,1
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",1300,1.0,1,0,Ultimos_pisos,4,97,0,0,0,0,0,0,0
Alquiler de Piso en calle Infanta Beatriz s/n,"Ronda - Arabial, Granada",1250,1.0,2,0,Ultimos_pisos,3,1,1,0,0,1,1,0,0
Alquiler de Piso en calle Jesús y María,"San Matías - Pavaneras, Granada",700,1.0,1,0,Bajo,1,56,1,0,0,1,0,0,0
Alquiler de Piso en calle Jesús y María,"San Matías - Pavaneras, Granada",700,1.0,1,0,Bajo,1,56,1,0,0,1,0,0,0
Alquiler de Piso en Recogidas,"Centro, Granada",800,0.0,1,0,Primeros_pisos,4,1,1,1,0,1,0,0,0
Alquiler de Piso en Cervantes-Palacio de Deportes,Granada,1200,1.0,2,0,Ultimos_pisos,4,1,1,1,1,1,0,0,1
Alquiler de Piso en Figares,Granada,950,1.0,2,0,Primeros_pisos,2,72,1,0,0,1,1,0,0
Alquiler de Piso en Plaza de Toros,"Los Pajaritos - Plaza de Toros, Granada",1500,0.0,2,0,Primeros_pisos,5,1,0,0,0,1,1,0,0
Alquiler de Piso en Ctra Sierra - Acceso Nuevo Alhambra,Granada,1100,1.0,1,0,Ultimos_pisos,4,99,0,1,0,1,1,0,0
"Alquiler de Piso en calle Benalua, 8","Albaicín, Granada",650,0.0,1,0,Primeros_pisos,1,50,0,0,0,1,0,0,0
"Alquiler de Piso en lavadero de las tablas, 10","Jardín Botánico, Granada",800,1.0,1,0,Ultimos_pisos,3,95,0,1,0,1,0,0,0
"Alquiler de Piso en calle Nuestra Señora de la Salud, 3","Los Pajaritos, Granada",850,1.0,1,0,Primeros_pisos,2,85,1,1,1,0,1,0,1
"Alquiler de Ático en calle Estacadas, 1",Maracena,675,1.0,2,1,Primeros_pisos,1,70,1,1,1,1,1,0,0
"Alquiler de Estudio en calle Doctor Guirao Gea, 1","Plaza de Toros, Granada",600,1.0,1,0,Ultimos_pisos,1,30,1,0,0,0,1,0,0
Alquiler de Piso en Figares,Granada,900,1.0,1,0,Primeros_pisos,2,83,1,0,0,1,0,0,0
Alquiler de Piso en San Ildefonso,Granada,840,0.0,1,0,Primeros_pisos,3,84,0,0,0,0,0,0,0
Alquiler de Piso en calle San Diego,"Figares, Granada",750,0.0,1,0,Primeros_pisos,2,66,0,0,0,0,1,0,0
Alquiler de Dúplex en Gran Vía,"Centro, Granada",950,1.0,2,0,Primeros_pisos,3,1,0,0,0,1,1,0,0
Alquiler de Piso en Zaidín,Granada,850,1.0,2,0,Primeros_pisos,3,1,0,0,0,0,1,0,0
"Alquiler de Piso en calle Benalua, 8","Albaicín, Granada",650,0.0,1,0,Primeros_pisos,1,50,0,0,0,1,0,0,0
Alquiler de Piso en calle Jesús y María,"San Matías - Pavaneras, Granada",700,1.0,1,0,Bajo,1,56,1,0,0,1,0,0,0
Alquiler de Piso en San Ildefonso,Granada,840,0.0,1,0,Primeros_pisos,3,84,0,0,0,0,0,0,0
Alquiler de Piso en La Chana,Granada,800,0.0,1,0,Ultimos_pisos,4,82,0,0,0,1,0,0,0
"Alquiler de Piso en avenida de Cadiz, 42","Zaidín, Granada",960,1.0,1,0,Primeros_pisos,3,1,1,0,0,0,1,0,0
Alquiler de Piso en calle Infanta Beatriz s/n,"Ronda - Arabial, Granada",1250,1.0,2,0,Ultimos_pisos,3,1,1,0,0,1,1,0,0
"Alquiler de Piso en calle Nuestra Señora de la Salud, 3","Los Pajaritos, Granada",850,1.0,1,0,Primeros_pisos,2,85,1,1,1,0,1,0,1
"Alquiler de Piso en lavadero de las tablas, 10","Jardín Botánico, Granada",800,1.0,1,0,Ultimos_pisos,3,95,0,1,0,1,0,0,0
"Alquiler de Piso en calle Real de Cartuja, 63","San Ildefonso, Granada",990,0.0,1,0,Primeros_pisos,3,70,0,0,0,1,0,0,0
Alquiler de Piso en puente del Carbón,"San Matías - Pavaneras, Granada",800,1.0,1,0,Primeros_pisos,2,90,0,0,0,1,0,0,0
Alquiler de Estudio en misericordia,"Jardín Botánico, Granada",550,0.0,1,0,Primeros_pisos,1,35,1,0,0,0,0,0,0
Alquiler de Piso en calle Sirena,"La Chana, Granada",1200,1.0,2,0,Primeros_pisos,4,1,1,0,0,1,1,0,0
Alquiler de Piso en plaza de Fontiveros,"Zaidín, Granada",770,1.0,1,0,Primeros_pisos,2,70,1,0,0,1,1,0,0
"Alquiler de Piso en plaza trinidad, 7","Jardín Botánico, Granada",800,0.0,1,0,Primeros_pisos,3,1,0,1,0,0,0,0,0
Alquiler de Piso en calle Buensuceso,"Recogidas, Granada",1300,1.0,2,1,Primeros_pisos,3,1,0,0,0,1,1,0,0
Alquiler de Piso en Barrio de los Periodistas,Granada,1000,1.0,2,0,Ultimos_pisos,3,1,0,0,1,0,0,1,0
"Alquiler de Piso en calle san juan de dios, 40","Gran Capitán, Granada",1400,1.0,2,0,Ultimos_pisos,4,1,1,1,0,0,1,0,0
Alquiler de Piso en calle Circunvalación,"Carretera de Granada-La Alcazaba, Alhendin",700,1.0,1,0,Primeros_pisos,2,70,0,0,1,1,0,0,1
Alquiler de Piso en Zona Poniente,Armilla,700,0.0,1,0,Primeros_pisos,2,52,1,0,0,1,1,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",1140,1.0,1,0,Ultimos_pisos,3,90,0,0,0,0,1,0,0
Alquiler de Ático en calle Gran Vía de Colón,"Gran Vía, Granada",900,1.0,1,1,Ultimos_pisos,1,55,1,0,1,1,1,0,0
Alquiler de Piso en calle Cristo de la Yedra,"San Ildefonso, Granada",850,1.0,1,0,Bajo,2,70,1,1,0,1,0,0,0
Alquiler de Piso en calle Doctor Muñoz Fernández,"Plaza de Toros, Granada",1200,1.0,2,0,Ultimos_pisos,3,1,1,1,0,1,0,0,0
Alquiler de Chalet adosado en calle Perete,"La Cruz, Granada",1000,0.0,3,0,Muchas_plantas,3,1,0,0,0,1,0,0,0
Alquiler de Piso en calle Adelfa,"Figares, Granada",1000,1.0,2,0,Primeros_pisos,4,1,1,0,1,1,0,0,0
Alquiler de Piso en calle Águila,"Recogidas, Granada",1100,1.0,1,0,Primeros_pisos,2,60,1,1,0,1,1,0,0
Alquiler de Piso en puente del Carbón,"San Matías - Pavaneras, Granada",850,0.0,1,0,Primeros_pisos,2,72,0,0,0,1,0,0,0
Alquiler de Piso en Barrio de los Periodistas,Granada,1000,1.0,2,1,Primeros_pisos,3,1,1,1,1,1,1,1,0
Alquiler de Piso en cuesta del Pescado,"Cuesta Escoriaza - Barranco del Abogado, Granada",770,0.0,1,0,Bajo,2,64,1,0,0,1,1,0,0
Alquiler de Piso en plaza de los Naranjos,"Zona Polideportivo, Alhendin",700,0.0,2,1,Bajo,3,71,1,0,1,1,0,0,0
Alquiler de Ático en calle Gran Vía de Colón,"Gran Vía, Granada",900,1.0,1,1,Ultimos_pisos,1,55,1,0,1,1,1,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",1140,1.0,1,0,Ultimos_pisos,3,90,0,0,0,0,1,0,0
Alquiler de Piso en plaza de Fontiveros,"Zaidín, Granada",770,1.0,1,0,Primeros_pisos,2,70,1,0,0,1,1,0,0
Alquiler de Piso en Barrio de los Periodistas,Granada,1000,1.0,2,0,Ultimos_pisos,3,1,0,0,1,0,0,1,0
Alquiler de Chalet adosado en Zona de San Cayetano,Churriana de la Vega,1200,0.0,1,1,Muchas_plantas,3,1,1,1,1,1,1,0,0
Alquiler de Estudio en calle pintor francisco pradilla,"Los Pajaritos, Granada",550,1.0,1,0,Primeros_pisos,1,30,0,0,0,0,1,0,0
Alquiler de Piso en La Zubia,La Zubia,675,1.0,2,0,Primeros_pisos,3,95,0,1,0,1,0,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",890,1.0,1,0,Primeros_pisos,1,51,1,0,1,1,1,1,0
Alquiler de Piso en calle Recogidas,"Figares, Granada",850,1.0,1,0,Ultimos_pisos,1,65,1,0,1,1,1,0,0
Alquiler de Casa o chalet independiente en calle Honduras,"Zona Polideportivo, Alhendin",1200,0.0,3,0,Muchas_plantas,3,1,1,1,0,1,0,0,0
"Alquiler de Chalet adosado en avenida García Lorca, 9","Campus de la Salud, Armilla",1300,0.0,3,1,Muchas_plantas,3,1,1,1,1,1,1,1,0
Alquiler de Piso en San Ildefonso,Granada,1100,1.0,1,0,Ultimos_pisos,4,1,0,0,0,0,0,0,0
Alquiler de Piso en Avda. de los Ogijares,Armilla,600,0.0,1,0,Bajo,2,80,0,1,0,0,0,0,0
Alquiler de Piso en calle Albondón s/n,"Rosaleda - Juventud, Granada",550,1.0,1,0,Primeros_pisos,2,70,0,0,0,1,0,0,0
"Alquiler de Estudio en calle Capuchinas, 8","Catedral, Granada",490,0.0,1,0,Primeros_pisos,1,20,0,0,0,0,0,0,0
Alquiler de Piso en calle Darro del Boquerón,"Gran Capitán, Granada",800,1.0,1,0,Primeros_pisos,1,75,0,0,0,1,1,0,0
Alquiler de Piso en Recogidas,"Centro, Granada",1500,1.0,2,0,Ultimos_pisos,5,2,0,1,0,1,0,0,0
Alquiler de Piso en Molinos - Santiago,"Realejo, Granada",750,1.0,1,0,Primeros_pisos,2,75,1,0,0,1,1,0,0
Alquiler de Piso en calle Doctor Fleming,"Plaza de Toros, Granada",900,1.0,1,0,Ultimos_pisos,3,90,0,0,0,1,1,0,0
"Alquiler de Piso en calle las Cruces, 7",Ogijares,695,1.0,1,1,Primeros_pisos,2,1,1,1,1,1,1,0,1
"Alquiler de Piso en calle Sirena, 14","La Chana, Granada",1200,1.0,2,0,Primeros_pisos,4,1,1,0,0,0,1,0,0
Alquiler de Piso en Ronda - Arabial,"Ronda - Arabial, Granada",1250,1.0,2,0,Ultimos_pisos,4,1,0,0,0,1,0,0,0
Alquiler de Piso en calle Alfonso XIII s/n,Albolote,800,1.0,2,0,Primeros_pisos,3,90,0,0,1,0,0,0,0
"Alquiler de Piso en avenida de Italia, 8","Zaidín, Granada",1300,1.0,2,0,Primeros_pisos,4,1,1,1,0,0,1,0,0
Alquiler de Piso en calle Ribera del Beiro,"Los Pajaritos, Granada",1000,1.0,1,0,Ultimos_pisos,2,80,0,0,1,0,1,0,0
Alquiler de Piso en cuesta de Gomérez,"Molinos - Santiago, Granada",700,0.0,1,0,Primeros_pisos,1,68,1,0,0,1,1,0,0
"Alquiler de Piso en puente del Carbón, 4","San Matías - Pavaneras, Granada",1100,0.0,1,1,Primeros_pisos,3,1,0,0,0,1,1,0,0
Alquiler de Piso en calle Doctor Fleming,"Plaza de Toros, Granada",900,1.0,1,0,Ultimos_pisos,3,90,0,0,0,1,1,0,0
Alquiler de Dúplex en Gran Capitán,"Centro, Granada",1100,0.0,2,0,Primeros_pisos,3,1,0,0,1,1,0,0,0
Alquiler de Piso en Figares,Granada,1350,1.0,2,0,Primeros_pisos,3,90,1,1,0,1,1,0,0
"Alquiler de Piso en puente del Carbón, 4","San Matías - Pavaneras, Granada",1100,0.0,1,1,Primeros_pisos,3,1,0,0,0,1,1,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",1200,0.0,2,0,Primeros_pisos,4,1,1,0,0,1,1,1,0
Alquiler de Piso en Recogidas,"Centro, Granada",1500,1.0,2,0,Ultimos_pisos,5,2,0,1,0,1,0,0,0
Alquiler de Piso en cuesta de Gomérez,"Molinos - Santiago, Granada",700,0.0,1,0,Primeros_pisos,1,68,1,0,0,1,1,0,0
Alquiler de Piso en La Chana,Granada,850,0.0,1,0,Primeros_pisos,3,95,0,1,0,0,0,0,0
Alquiler de Piso en calle Sol,"Gran Capitán, Granada",1100,1.0,2,0,Ultimos_pisos,3,84,0,0,0,1,0,0,0
"Alquiler de Piso en García Morato, 36","San Ildefonso, Granada",950,0.0,1,0,Primeros_pisos,2,96,0,1,0,1,1,0,0
Alquiler de Piso en Fray Leopoldo de Alpandeire,"Los Pajaritos, Granada",850,1.0,2,0,Ultimos_pisos,2,67,1,0,1,0,1,0,0
Alquiler de Piso en San Ildefonso,Granada,850,1.0,1,0,Bajo,2,75,1,1,0,1,0,0,0
Alquiler de Estudio en carretera de la Sierra,"Ctra Sierra - Acceso Nuevo Alhambra, Granada",450,0.0,1,0,Bajo,1,30,0,0,0,1,0,0,1
"Alquiler de Casa o chalet independiente en calle Horno del Moral, 4","Albaicín, Granada",1350,0.0,2,0,Muchas_plantas,3,1,1,1,0,1,0,0,0
"Alquiler de Piso en avenida de Murcia, 14","San Ildefonso, Granada",950,1.0,1,0,Primeros_pisos,2,90,1,0,1,1,1,0,0
Alquiler de Piso en Faisan,"Los Pajaritos, Granada",1080,1.0,1,0,Primeros_pisos,4,1,0,1,0,0,0,0,0
"Alquiler de Piso en plaza Poeta Garcilaso de la Vega, 10","Joaquina Eguaras, Granada",800,1.0,1,0,Ultimos_pisos,3,95,1,1,0,1,1,0,0
"Alquiler de Piso en calle Almireceros, 7","Gran Vía, Granada",1300,1.0,2,0,Primeros_pisos,4,1,1,0,0,1,0,0,0
"Alquiler de Piso en calle Pedro Antonio de Alarcón, 9","Figares, Granada",1150,1.0,2,1,Ultimos_pisos,4,1,1,0,0,0,0,0,0
Alquiler de Piso en calle Cristo de la Yedra,"San Ildefonso, Granada",850,1.0,1,0,Bajo,2,80,0,1,0,1,1,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",900,0.0,1,0,Primeros_pisos,3,65,0,0,0,1,0,0,0
Alquiler de Ático en Monachil,"Área de Granada, Granada",650,0.0,1,0,Primeros_pisos,2,50,0,1,0,1,0,0,0
"Alquiler de Piso en calle Ribera del Beiro, 13","San Francisco Javier, Granada",1200,1.0,2,1,Primeros_pisos,3,1,1,0,0,1,1,0,1
Alquiler de Piso en La Chana,Granada,1200,1.0,2,0,Primeros_pisos,4,1,1,0,0,1,0,0,0
Alquiler de Piso en Albaicín,Granada,650,0.0,1,0,Bajo,1,40,0,0,0,1,0,0,0
"Alquiler de Piso en calle San Isidro, 17","Figares, Granada",1200,1.0,1,0,Primeros_pisos,1,50,1,0,0,1,1,1,0
"Alquiler de Ático en calle las Cruces, 5",Ogijares,695,1.0,1,1,Primeros_pisos,2,1,1,1,1,1,1,0,1
"Alquiler de Piso en calle Pedro Antonio de Alarcón, 23","Ronda - Arabial, Granada",1900,1.0,2,0,Ultimos_pisos,3,1,1,1,0,1,1,0,0
Alquiler de Piso en calle Arzobispo Pedro de Castro,"Joaquina Eguaras, Granada",800,1.0,2,0,Primeros_pisos,3,92,0,0,0,1,0,0,0
"Alquiler de Piso en avenida de la Constitución, 23","Los Pajaritos, Granada",1500,1.0,2,0,Ultimos_pisos,4,1,1,0,0,0,1,0,0
"Alquiler de Piso en García Morato, 36","San Ildefonso, Granada",950,0.0,1,0,Primeros_pisos,2,96,0,1,0,1,1,0,0
"Alquiler de Piso en avenida de Murcia, 14","San Ildefonso, Granada",950,1.0,1,0,Primeros_pisos,2,90,1,0,1,1,1,0,0
"Alquiler de Piso en calle Méndez Núñez, 8","Ronda - Arabial, Granada",1250,1.0,2,0,Primeros_pisos,4,1,0,1,0,0,0,0,0
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",800,0.0,1,0,Primeros_pisos,3,90,1,0,0,1,0,0,0
"Alquiler de Piso en calle Comendadoras de Santiago, 10","San Matías - Pavaneras, Granada",700,0.0,1,0,Primeros_pisos,3,70,0,0,0,1,0,0,0
"Alquiler de Piso en pasaje de Teba, 2","Casería de Montijo, Granada",995,0.0,1,0,Primeros_pisos,5,87,1,0,0,1,1,0,0
Alquiler de Piso en Cuesta Escoriaza - Barranco del Abogado,"Realejo, Granada",770,0.0,1,0,Bajo,2,64,0,0,0,1,1,0,0
Alquiler de Piso en Carrera de la Virgen - Paseo del Salón,"Realejo, Granada",800,1.0,1,0,Bajo,1,60,0,0,0,1,1,0,0
Alquiler de Estudio en carretera de la Sierra,"Ctra Sierra - Acceso Nuevo Alhambra, Granada",450,0.0,1,0,Bajo,1,30,0,0,0,1,0,0,1
Alquiler de Piso en Los Pajaritos,"Los Pajaritos - Plaza de Toros, Granada",900,0.0,1,0,Primeros_pisos,3,65,0,0,0,1,0,0,0
"Alquiler de Piso en calle Pedro Antonio de Alarcón, 9","Figares, Granada",1150,1.0,2,1,Ultimos_pisos,4,1,1,0,0,0,0,0,0
Alquiler de Piso en calle Solarillo de Gracia,"Recogidas, Granada",1600,1.0,2,0,Ultimos_pisos,5,1,0,1,0,1,0,0,0
"Alquiler de Piso en calle San Jerónimo, 5","Catedral, Granada",1200,1.0,2,0,Primeros_pisos,4,1,1,1,0,1,0,0,0
"Alquiler de Ático en calle las Cruces, 5",Ogijares,695,1.0,1,1,Primeros_pisos,2,1,1,1,1,1,1,0,1
"Alquiler de Piso en calle Buensuceso, 24","Recogidas, Granada",1290,0.0,2,1,Primeros_pisos,3,1,1,1,0,1,1,0,0
Alquiler de Piso en Eva Yerbabuena,Ogijares,800,1.0,2,0,Primeros_pisos,3,80,1,0,1,1,1,1,1
"Alquiler de Piso en calle Ribera del Beiro, 13","San Francisco Javier, Granada",1200,1.0,2,1,Primeros_pisos,3,1,1,0,0,1,1,0,1
"Alquiler de Piso en calle San Isidro, 17","Figares, Granada",1200,1.0,1,0,Primeros_pisos,1,50,1,0,0,1,1,1,0
"Alquiler de Ático en calle las Cruces, 1",Ogijares,695,1.0,1,1,Primeros_pisos,2,1,1,0,1,1,1,0,1
Alquiler de Piso en Fray Leopoldo de Alpandeire,"Los Pajaritos, Granada",850,1.0,2,0,Ultimos_pisos,2,67,1,0,1,0,1,0,0
Alquiler de Piso en calle Arzobispo Pedro de Castro,"Joaquina Eguaras, Granada",800,1.0,2,0,Primeros_pisos,3,92,0,0,0,1,0,0,0
"Alquiler de Chalet pareado en calle Rio Monachil, 9",Ogijares,1300,0.0,3,1,Muchas_plantas,3,2,1,1,1,0,1,1,0
"Alquiler de Piso en calle Gloria, 10","Albaicín, Granada",500,0.0,1,1,Bajo,1,40,0,1,0,1,0,0,1
"Alquiler de Piso en calle las cruces, 7",Ogijares,695,1.0,1,1,Primeros_pisos,2,1,1,0,1,1,1,0,0
Alquiler de Piso en La Chana,Granada,1200,1.0,2,0,Primeros_pisos,4,1,1,0,0,1,0,0,0
Alquiler de Piso en Albaicín,Granada,650,0.0,1,0,Bajo,1,40,0,0,0,1,0,0,0
Alquiler de Ático en Monachil,"Área de Granada, Granada",650,0.0,1,0,Primeros_pisos,2,50,0,1,0,1,0,0,0
"Alquiler de Piso en calle Isla Madeira, 4","Residencial Triana - Barrio Alto, Las Gabias",670,1.0,1,0,Primeros_pisos,2,89,0,0,1,0,1,1,0
Alquiler de Piso en La Chana,Granada,1200,1.0,2,0,Primeros_pisos,4,1,1,0,0,1,0,0,0
Alquiler de Piso en calle Gregorio Espín,"Gran Capitán, Granada",850,1.0,1,0,Ultimos_pisos,2,70,0,0,1,1,1,0,0
"Alquiler de Piso en calle Ribera del Beiro, 13","San Francisco Javier, Granada",1200,1.0,2,1,Primeros_pisos,3,1,1,0,0,1,1,0,1
Alquiler de Piso en calle Arzobispo Pedro de Castro,"Joaquina Eguaras, Granada",800,1.0,2,0,Primeros_pisos,3,92,0,0,0,1,0,0,0
"Alquiler de Piso en calle Isla Madeira, 4","Residencial Triana - Barrio Alto, Las Gabias",670,1.0,1,0,Primeros_pisos,2,89,0,0,1,0,1,1,0
